x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50
-0.03805209711681534,0.03593760052060975,-0.07040344644329516,0.004034643374066869,-0.02012520551959089,0.1440404023505094,-0.5263051176027915,0.620980428226864,-0.10725951407567956,0.24722536911221593,-0.03309973834609367,0.12061527599415948,-0.11426996350989832,0.09038462116697077,-0.0500948673835338,0.2537665783401231,-0.14723560122560964,0.07964034891177571,-0.0031084590114653535,0.10303102444490767,-0.010469687950517274,0.066042771652322,-0.012491300283522043,0.032194614125019276,0.009349340290177706,-0.059098086598436704,-0.01947807532285575,0.09519463630970745,-0.027888278671811845,-0.00672558225092525,0.02092730090318069,-0.033510569021069,0.06003412915965245,-0.030383114977092066,0.04548083217033394,-0.021979438240904335,0.013083838047264595,-0.012285161321557818,0.006115392973905221,-0.04137887833812581,0.01730648942377152,-0.005472339646059244,0.02025446812897374,-0.019632533889290486,0.006321648837084234,-0.006542603515943794,0.003919497009180236,-0.015126367458012078,0.034908374888041174,0.011013169297076212
-0.029966004193890505,-0.007393347873220157,0.008525367309635462,-0.001662752587655139,-0.003652713796439628,-0.005959344402734781,0.0035571630658354225,0.004231914184978869,0.003242878716404718,-0.0015102770301811674,-0.0024797015988827255,-0.0033701288207354033,-0.002775351254614894,-0.003065662442051184,0.006287208442911238,0.0022915073044931372,-0.0003951477418087865,-0.00470924466750864,-6.642745572972087e-5,-0.0005001465742867223,-0.003632811651565944,-0.008150505494486805,-0.0013626592391071304,0.010038935176380962,0.004122048955339977,-0.006439441531880554,-0.004472579757507736,-0.0016707836323932197,-0.004847021345722943,0.0034062779194314026,-0.00023768496873509664,0.003073161088019069,0.003950303954656781,-0.0004605565813029207,0.004313357846195873,-0.0014798688405796515,-0.0034000445516198996,0.003521916538809523,0.0030124332679519975,-0.00029998997762027864,-0.0021946527873845743,-0.004811198250093774,0.004594235210186576,0.0015286242450171178,-0.0014735733917277053,-0.001879315929103236,0.0009356459758075963,0.0039005445616233825,-0.004634256989344478,0.007011631380882233
-0.03047973287983216,-0.006765500793726398,0.0062478420528248035,0.0007102813762796881,-0.004013254565622987,-0.003443529330708281,0.0013676541255538913,0.0011013333455113516,0.0018320842695490544,0.004288708992919554,-0.003556885573965541,-0.011393765645478324,-0.003584073343627814,-0.0033361950737522267,0.0015781551591242185,-0.0030902639768697338,0.004304034633943299,-0.00689683292606838,0.01614075158080302,-0.003789407379005197,0.0004012924523158108,-0.0033496857370934816,0.011218349084093122,0.010013005251854695,0.009048868116842638,-0.002235261842954181,0.0001488511560433,0.004891235862957727,-0.00959656035857083,-0.002800503648640997,0.008750811055631337,-0.002299394717237953,-0.027692739943427497,-0.0035199302193145016,-0.009897178778430864,-0.006905145252480056,-0.025975724340212787,0.012038495860510685,0.018033770945873984,-0.013664987514086742,-3.761392530990566e-5,-0.010707375501955212,-0.0065016585866889635,-0.02249036852014228,-0.004314756545752924,-0.0008624550858744176,0.02024789756407154,-0.01199169004211472,0.015773647093892916,0.017987305538377813
-0.032211504506364425,-0.0014623178055434005,-0.010115453306200506,0.022045554907580808,-0.0024637190579589463,0.0188062365412196,0.020579406759917596,-0.0025383590907990736,0.010497022246700346,-0.004082509839783047,-0.016351725938390477,-0.03438294884167849,-0.009148073938924639,0.00110842089204026,-0.023401709386681152,0.002834897419280724,-0.048561048090168785,0.013336358587788782,0.039416164767777664,-0.05115836210250327,0.001524619368715282,0.033340456505954214,-0.07985800248906216,-0.032536293112453166,-0.02382458753443605,-0.0344706623053706,-0.0008798333060217114,-0.025892355892727703,0.026907965556514517,0.013122255964080225,0.017357045429013687,0.015335083763733576,0.053768676385525696,-0.0016859145030624911,0.0181926906894848,-0.008670479576634603,0.03307073297847678,0.02238410059115433,-0.0014043500721310966,0.03348850291262858,0.03221070187315093,-0.03596345848857331,0.0021386243937142405,-0.0042743055533852325,0.0050335119048088624,0.007099267064907972,0.04367545773988131,0.011866641174849963,-0.0450697808998536,0.0036106429991101738
-0.031057338960968708,-0.009077510809959999,0.011416010393791365,-0.0026258638034717847,-0.005602988440986903,-0.012799931015177658,0.011167781747100147,0.009644966867590213,0.005470430215226581,-0.004797625227475103,-0.0031473751611020614,0.038273837285078716,0.010861200358457682,0.009117929344863822,0.0008468152283265251,-0.008844297047404387,-0.005550005565550714,0.020703477154558197,-0.013198272865247315,-0.007172846815040143,0.007391455027286891,0.025629675360634208,0.0070471691374625785,-0.01720610523810799,-0.004793551397694952,0.01638963198509255,0.016380433064572455,-0.0005931514834884855,0.0015778397577448158,-0.005073759265752636,0.001684678379849286,-0.002720551953176005,-0.003940014012364462,0.00037062965036361445,-0.007960407310906872,0.0026433500115716282,0.0034019951636436382,-0.003151686878493345,0.00036849059111568154,-0.001029876814722816,0.00115960494199319,0.004589521650861246,-0.0018887816436757784,-0.003489791866252024,0.0012284427743740542,-9.594886769340866e-5,-0.0037883917382499415,-0.005210412665857166,0.0008099780217247499,-0.003430043141985868
-0.03067770467433597,0.0024208431943387176,0.00816807468734207,-0.0005636614756526354,-0.007788511646652452,-0.0062282482227177804,-0.0027670495948587392,-0.0031060867834480366,0.006181832532352424,-0.005869887633307785,-0.0024664117909123234,-0.0016472864896171224,-0.0025853364350963,-0.006693942012564361,0.00040308708726118775,0.002709340495629431,0.0010845539102033105,0.003916107528124173,0.001125322303963289,-0.007328563638902257,-0.008851118791747105,-0.007376226551761227,-0.002930951201430127,0.02145313174213745,0.002188691281548005,0.0074490372252997705,-0.02708932662522119,0.013713955100420394,-0.014158403376042947,0.009105501473796069,0.013239715593919295,-0.007900753448034092,-0.023066730106193825,0.00016965352212962304,0.02792567765900779,0.01761859039687845,0.0004601780474928832,0.004279457748691234,-0.022768996058073893,0.004905138563903136,0.012127587756970544,0.010241271088748323,-0.001012804212962154,0.0024698069209693474,0.007103201278038675,0.0101398626786141,0.030739802693391667,0.015501640741645444,-0.01999506900935158,-0.004939360891409093
-0.03211277681656609,0.0014166321975737396,-0.023354642619533322,0.010794893190582078,0.011371754445593796,-0.010564132330813159,0.008311070268601829,-0.016621653929168756,-0.0006753371752957274,0.01732444787776425,-0.01030035389739486,0.010095282993915516,0.00860170521703122,-0.02114976545069608,0.01246789969881943,0.009799551395719197,-0.012140841816895759,-0.004418129022644865,-0.03268260762072007,0.015413743246399533,-0.017048810656108606,-0.017784379155612165,0.020796219536431664,0.018738555372237897,0.016483368782852087,-0.010242176476176978,-0.01516276102179174,-6.642895805218652e-5,0.004425547425485515,0.0020495465299993276,-0.007884875612479329,-0.01448841997209543,0.023540635935113748,0.007626865997097131,0.0007030206336849504,0.014073676397877322,-0.019701555637241276,0.00012722795359144078,0.015358842173161863,0.00966542380735653,-0.001836174539682314,-0.003819830821409602,0.014674024163759472,0.00883624775385819,0.02653618897049985,0.0019903877155970653,-0.010192537103764299,0.033841187584185806,0.0154728580189855,-0.03047403987613882
-0.03738887750892091,0.00816849091143193,-0.04129791718611187,0.002268649808681217,0.04540713925444295,0.028761186909375624,-0.20883288473564904,-0.11505930511696444,-0.7084497983441927,-0.4316580392751844,-0.21705241427278524,0.06544962029456672,-0.06619499790147564,-0.010668520797326171,0.2311597421974684,-0.10596769371001706,-0.04399320812565652,0.09838478419571178,0.046729156503006644,-0.005166985990213868,-0.022007325186021137,-0.026254323740148855,-0.0003705323332716601,-0.021979540467426582,-0.05901365611151986,0.0008650937481313598,0.03310847266362531,-0.029166125842801566,-0.06828867569982622,-0.014231259530516856,0.02821409693908175,0.06869810279055565,0.03815359391735258,0.08529215503880871,-0.06142366867342352,-0.057942499486522504,-0.007419678017778769,-0.06543629208980391,0.049277437715097,0.06394942274702162,0.02401429937845081,-0.029240765094600902,-0.027988923511542335,-0.03651724981882149,-0.017080233404810973,-0.030924503487099252,-0.024813538501593797,0.03812828515849416,0.012376980994267782,0.019516531162838052
-0.030667238111850355,-0.004890657024082509,0.005324437524464538,-1.8887028703229447e-5,0.0010281251040183403,-0.0037005724330942402,-0.0033271855750887386,-0.005655254425245587,-0.016420385074712142,-0.0068804239866481,-0.010338429195550974,-0.0074345970377822646,0.003668578743770523,-0.010075777494137197,-0.0001403011461287504,0.020245410525891294,0.023975910313767,0.015338941374024227,0.0015094557009557596,-0.025746317345953906,0.012119311281081187,-0.013017701825891043,0.0068526613539926905,0.010312258067543656,-0.00924768796418643,-0.006454836230157093,-0.003318458385291309,0.008240274749547805,-0.003943054137216337,0.0069528734028577645,-0.005429881282872487,0.004581760935816262,0.0009910290520156184,0.003458659250097626,0.006236821792766106,-0.00999183526151999,0.0013381642370824953,0.011376869858759978,0.000861114459720546,-0.007840954147977891,0.0029861203210409387,0.00971633820096358,0.011588279680960767,0.00987975390981171,-0.01645350785359092,-0.014314818523195012,-0.012778405719318165,0.003369347642369791,-0.01675814439098472,0.015912851234867464
-0.029958708456600806,-0.0073819791606302585,0.008575606966429755,-0.0017515277536030993,-0.0034823986544576246,-0.006008418350581746,0.004188677708501953,0.00397012701276285,0.0035251899424152376,-0.0016375625551107165,-0.0041558266313699715,-0.00416975402874388,-0.0023881511664625155,-0.002104661765728065,0.005231748251549078,0.002904953998188353,0.0012478408950642728,-0.003424762153335939,-3.7237596618158383e-7,0.002937177221521675,-0.00698334520936654,-0.009198596813198165,0.002147857866580897,0.0022610939200018616,-0.002593227668481285,-0.008338920500168781,-0.012079883101130036,-0.00027222022432107223,-0.0003446535084460989,0.002600379794893298,-0.00033156712552325635,0.006240410009614573,0.006834865134795073,-0.0019297845391727658,0.0037213879301027375,-0.005164393176430217,0.0008284817199595805,0.00851535404310664,0.0007799342442977985,0.0020699745978694367,-0.0011288391182537813,-0.0007298820485277524,0.009959780086267647,-0.0012605958201091713,0.0066243444449840035,0.003611151939919144,0.001386507275030844,0.001060007713459897,-0.003525677266486199,0.0012156535976609317
